headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:format.0|metadata.oai_dc:dc.dc:format.1|metadata.oai_dc:dc.dc:identifier.0|metadata.oai_dc:dc.dc:identifier.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:coverage|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:source|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2006-05-08|oai:collections.lib.utah.edu:uu_uap/715991|uu_uap|image/jpeg|"Watercolor, 14"" x 18 1/2"""|030__BrowningW.tif|https://collections.lib.utah.edu/ark:/87278/s67w6bzm|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Browning, George Wesley, 1868-1951.|    |Watercolor painting depicting a lake and mountain landscape.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Watercolor painting, American|Distant Mountain with Lake|Image/StillImage
2006-05-08|oai:collections.lib.utah.edu:uu_uap/715992|uu_uap|image/jpeg|"Watercolor 10"" x 13"""|031__BrowningW.tif|https://collections.lib.utah.edu/ark:/87278/s6445m82|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Browning, George Wesley, 1868-1951.|    |Watercolor painting depicting a desert landscape.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Watercolor painting, American|Desert Landcape|Image/StillImage
2006-05-08|oai:collections.lib.utah.edu:uu_uap/715993|uu_uap|image/jpeg|"Oil 16"" x 24"""|032__BrowningW.tif|https://collections.lib.utah.edu/ark:/87278/s60c4vjb|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Fjellboe, Paulmar Torsten, 1873-1948.|    |Painting depicting a desert landscape at dusk.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Desert Vista|Image/StillImage
2006-05-08|oai:collections.lib.utah.edu:uu_uap/715994|uu_uap|image/jpeg|"Oil 12"" x 18"""|033__BrowningW.tif|https://collections.lib.utah.edu/ark:/87278/s6vm4c10|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Fjellboe, Paulmar Torsten, 1873-1948.|    |Landscape painting depicting a mountain stream.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Mountain Stream|Image/StillImage
2006-05-08|oai:collections.lib.utah.edu:uu_uap/715995|uu_uap|image/jpeg|"Oil 9 1/4"" x 13"""|034__BrowningW.tif|https://collections.lib.utah.edu/ark:/87278/s6qv3m8t|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Fjellboe, Paulmar Torsten, 1873-1948.|    |Painting depicting the Great Salt Lake.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Great Salt Lake Sunset|Image/StillImage
2006-05-08|oai:collections.lib.utah.edu:uu_uap/715996|uu_uap|image/jpeg|"watercolor 9 1/2"" x 13 1/2"""|035__BrowningW.tif|https://collections.lib.utah.edu/ark:/87278/s6m32vjd|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Browning, George Wesley, 1868-1951.|    |A watercolor painting depicting a boat on a lake.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Watercolor painting, American|Boat on a Lake|Image/StillImage
2006-05-08|oai:collections.lib.utah.edu:uu_uap/715997|uu_uap|image/jpeg|"Oil 14"" x 11"""|036__BrowningW.tif|https://collections.lib.utah.edu/ark:/87278/s6gf0t8v|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Olsen, Merle, 1910-1999.|    |    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Autumn Aspen|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715689|uu_uap|image/jpeg|"25""x29"""|004_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s68c9w0z|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Calm Water|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715690|uu_uap|image/jpeg|"40""x52"""|005_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s64m948m|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Floating|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715691|uu_uap|image/jpeg|"40""x52"""|006_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s60v8chf|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Holding the sky|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715692|uu_uap|image/jpeg|"Oil, 40""x50"""|007_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s6w37w1g|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2004|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Autumn canopy|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715693|uu_uap|image/jpeg|"40""x48"""|008_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s6rb74bk|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2004|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Into and out of Light|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715694|uu_uap|image/jpeg|"50""x40"""|009_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s6mp5304|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2004|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|A watery shadow|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715695|uu_uap|image/jpeg|"Oil, 40""x52"""|010_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s6gx4b9v|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|    |    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Branching out|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715696|uu_uap|image/jpeg|"36""x20"""|011_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s6c53kkf|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|When the dusk comes|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715697|uu_uap|image/jpeg|"Oil, 29""x38"""|012_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s67d2tvq|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|    |    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Close Harmony|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715698|uu_uap|image/jpeg|"Oil, 40""x52"""|013_BorupC.tif|https://collections.lib.utah.edu/ark:/87278/s63n233b|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|2004|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Branch above and below|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715936|uu_uap|    |    |001_AbravH.tif|https://collections.lib.utah.edu/ark:/87278/s6bz65tc|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah. All rights reserved|    |    |001_AbravH|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715937|uu_uap|    |    |004_AbravH.tif|https://collections.lib.utah.edu/ark:/87278/s6765f3c|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah. All rights reserved|    |    |004_AbravH|Image/StillImage
2006-03-10|oai:collections.lib.utah.edu:uu_uap/715938|uu_uap|    |    |005_AbravH.tif|https://collections.lib.utah.edu/ark:/87278/s63f4pd3|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah. All rights reserved|    |    |005_AbravH|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715699|uu_uap|image/jpeg|Oil on Board|DSC_0001.tif|https://collections.lib.utah.edu/ark:/87278/s6zw1kmn|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Anderson, Curtis|1992|Oil painting depicting a couple playing a piano in a room with figure looking in their direction.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Couple at Piano|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715700|uu_uap|image/jpeg|Oil on Canvas|DSC_0002.tif|https://collections.lib.utah.edu/ark:/87278/s6v40txp|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Perova, Galina, 1958-|1993|Painting depicting boats in a harbor.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Boats|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715701|uu_uap|image/jpeg|Acrylic on Board|DSC_0003.tif|https://collections.lib.utah.edu/ark:/87278/s6qf8sm4|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Erickson, John Owen, 1953-|1999|Oil painting of abandoned pick up truck.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Beef Basin Derelict|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715702|uu_uap|    |    |DSC_0004.tif|https://collections.lib.utah.edu/ark:/87278/s6kp81x7|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lucas, Lark, 1933-|    |Ceramic Tiles representing a young native american girl.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Tiles|Arapaho Maiden|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715703|uu_uap|image/jpeg|Oil on Canvas|DSC_0005.tif|https://collections.lib.utah.edu/ark:/87278/s6fx796x|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Prather, Stephen E., 1950-|1986|Oil painting depicting a desert landscape.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Landscape Desert Mesa|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715704|uu_uap|image/jpeg|Silver Gelatin Print|DSC_0006.tif|https://collections.lib.utah.edu/ark:/87278/s6b56jgh|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Caryn, Laurel B., 1958-|1989|Photograph of the historic Hotel Utah.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Photography, Artistic|Hotel Utah Series: Mezzanine|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715705|uu_uap|image/jpeg|Pastel|DSC_0007.tif|https://collections.lib.utah.edu/ark:/87278/s66d5sqb|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Borup, Connie McCormick, 1945-|1986|Pastel Drawing of a house with green roof.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Pastel drawing, American|Green Roofs|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715706|uu_uap|    |    |DSC_0008.tif|https://collections.lib.utah.edu/ark:/87278/s62n520d|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Salisbury, Rosine Howard, 1887-1975.|    |Watercolor painting depicting a house among trees.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"14""X19"""|Watercolor painting, American|Old Utah Home|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715707|uu_uap|image/jpeg|Lithography|DSC_0009.tif|https://collections.lib.utah.edu/ark:/87278/s6xw4jj5|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Marshall, Robert Leroy, 1944-|1988|Color Lithograph of a ceramic bowl|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Lithography, American|Bowl Magic|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715708|uu_uap|image/jpeg|Lithography|DSC_0010.tif|https://collections.lib.utah.edu/ark:/87278/s6t72h5k|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Marshall, Robert Leroy, 1944-|1987|Color Lithograph of Ceramic Vessel.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Lithography, American|Raku II|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715709|uu_uap|image/jpeg|mixed media|DSC_0011.tif|https://collections.lib.utah.edu/ark:/87278/s6pg1rg9|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Harding, Elaine Snyder, 1951-|1997|Mixed medai painting  of a writing and drawing on a chalkboard.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Chalkboard Tsunami|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715710|uu_uap|image/jpeg|Lithography|DSC_0012.tif|https://collections.lib.utah.edu/ark:/87278/s6jq10rz|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Gehring, Brent Dee, 1942-|    |A colored lithograph with hat, hand writing and text.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Lithography, American|Consumer/ Loan|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715711|uu_uap|    |    |DSC_0013.tif|https://collections.lib.utah.edu/ark:/87278/s6dz081n|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Wilson, Blanche Petersen, 1922-|1986|Woodcut Print of a city street with mountains in the background.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Wood-engraving|Lower 25th Street|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715712|uu_uap|image/jpeg|Oil on Canvas|DSC_0014.tif|https://collections.lib.utah.edu/ark:/87278/s6959h87|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Monument Valley (Ariz. and Utah)|Denys, (George)  Frederick, 1946-|1986|Oil painting of Monument Valley, Utah.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Monument Valley|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715713|uu_uap|image/jpeg|Oil on Canvas|DSC_0015.tif|https://collections.lib.utah.edu/ark:/87278/s65d8rkz|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Reese, Boyd, 1932-1990.|1984|Oil painting depicting a fair.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Midway|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715715|uu_uap|image/jpeg|Cibachrome Print|DSC_0017.tif|https://collections.lib.utah.edu/ark:/87278/s6x066rh|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Richards, Barbara J., 1941-|1998|Photograph of items placed in an artificial flat landscape.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Photography, Artistic|Road Scholarship Series: Pagoda|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715716|uu_uap|image/jpeg|Lithography|DSC_0018.tif|https://collections.lib.utah.edu/ark:/87278/s6s75g2n|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Himes, Hal Douglas, 1956-|1988|Lithograph depicting a roman ionic style column.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Lithography, American|The Senate and the People of Rome|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715717|uu_uap|    |    |DSC_0019.tif|https://collections.lib.utah.edu/ark:/87278/s6ng4qbx|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Smith, Dennis Von, 1942-|    |Lithograph of a boy sleeping.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Lithography, American|Andrew|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715718|uu_uap|image/jpeg|lithography|DSC_0020.tif|https://collections.lib.utah.edu/ark:/87278/s6hq3zm6|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Young, Christopher William, 1963|1987|Lithograph depicting a man with glasses|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Lithography, American|Too Hot|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715719|uu_uap|image/jpeg|Oil on Canvas|DSC_0021.tif|https://collections.lib.utah.edu/ark:/87278/s6cz36vd|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Marshall, Robert Leroy, 1944-|1986|Oil painting depicting four ceramic vessels.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Pot Series #14|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715720|uu_uap|    |    |DSC_0022.tif|https://collections.lib.utah.edu/ark:/87278/s6862g5v|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Faussett, (William) Dean, 1913-1998.|    |Watercolor painting depicting a ferry in New York City|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Watercolor painting, American|125th Street Ferry|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715721|uu_uap|image/jpeg|Oil on Canvas|DSC_0023.tif|https://collections.lib.utah.edu/ark:/87278/s64f1qgk|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Kapp, Gary L., 1942-|    |Oil painting depicting native americans on horseback.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Blackfoot Country|Image/StillImage
