headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:format.0|metadata.oai_dc:dc.dc:format.1|metadata.oai_dc:dc.dc:identifier.0|metadata.oai_dc:dc.dc:identifier.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:coverage|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:source|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715669|uu_uap|image/jpeg|"Oil, 46"" x 42"""|011_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6v987t2|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2004|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Scholastic Interior|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715670|uu_uap|image/jpeg|"Gouache, 19"" x 12"""|012_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6qj7h1v|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Still Life with Black Glove|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715671|uu_uap|image/jpeg|"Oil, 36"" x 50"""|013_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6ks6r8p|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2003|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Still Life with Melon|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715672|uu_uap|image/jpeg|"Gouache, 12"" x 19"""|014_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6g160k3|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Still Life with Sugar Bowl|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715673|uu_uap|image/jpeg|"Oil, 20"" x 46"""|015_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6bc3z8q|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2004|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Still Life with Ukelele|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715674|uu_uap|image/jpeg|"Gouache, 12"" x 19"""|016_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s66m36kt|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|1999|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Still Life with Yellow Teapot|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715675|uu_uap|image/jpeg|"Oil, 42"" x 34"""|017_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s62v2fv3|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Untitled 3|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715676|uu_uap|image/jpeg|"Oil, 42"" x 34"""|018_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6z31zc4|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Untitled 4|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715677|uu_uap|image/jpeg|"Oil, 34"" x 46"""|019_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6tb16mb|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Untitled 21|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715678|uu_uap|image/jpeg|"Oil, 40"" x 48"""|020_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6pk0fv5|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2005|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Untitled|Image/StillImage
2005-12-01|oai:collections.lib.utah.edu:uu_uap/715679|uu_uap|    |    |021_TerryC.tif|https://collections.lib.utah.edu/ark:/87278/s6js9q5r|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Terry, Christopher Thomas, 1956-|2001|    |image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2005, University of Utah Marriott Library. All rights reserved.|    |Painting, American|Water Beaker|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715086|uu_uap|image/jpeg|"10""x6""x2.5"""|001_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s65m65d0|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|1992|Image of two toasters.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American|Toaster Worship|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715087|uu_uap|    |    |002_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s61z442j|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|1992|French Toasts.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American|Toaster Worship #2 (Detail)|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715088|uu_uap|image/jpeg|Mixed media|003_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s6x63mmm|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|1996|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American|Five Realities|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715089|uu_uap|    |    |004_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s6sf2vvf|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|1996|Cots and shoes in a room.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American|Five Realities (Detail)|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715090|uu_uap|image/jpeg|10' long neon/steel panel|005_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s6np2432|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|1998|Long neon lights.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American; Installations (Art)|Encountering Energy (Installation View)|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715091|uu_uap|image/jpeg|Green tara panels with neon wave pencil.|006_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s6hx1cbw|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|1998|    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American; Installations (Art)|Encountering Energy (Installation)|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715092|uu_uap|image/jpeg|Mixed media|007_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s6d50mmg|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|2000|Room with frequency generators.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American; Installations (Art)|Frequency Manfests Form|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715093|uu_uap|image/jpeg|"53"" acrylic on canvas."|008_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s68c9vxn|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|2000|Painting.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Acrylic painting|Danger and Opportunity|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715094|uu_uap|    |    |009_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s64q7tn3|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|2000|Frequency generator.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Art, American; Installations (Art)|Frequency Manifests Form|Image/StillImage
2005-11-29|oai:collections.lib.utah.edu:uu_uap/715095|uu_uap|image/jpeg|"Acrylic on board, 32""x49"""|010_Alvey.tif|https://collections.lib.utah.edu/ark:/87278/s60z72z6|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Alvey, Trent Thursby, 1948-|2002|Painting.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35mm slide.|Painting, American|Phase Space II|Image/StillImage
